
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 1E-14
2 -0.1 -1.488E-11
3 -0.2 -2.542E-11
4 -0.3 -2.855E-11
5 -0.4 -2.784E-11
6 -0.5 -2.877E-11
7 -0.6 -2.924E-11
8 -0.7 -2.763E-11
9 -0.8 -3.01E-11
10 -0.9 -2.351E-11
11 -1 -2.914E-11
12 -1.1 -2.833E-11
13 -1.2 -2.807E-11
14 -1.3 -2.947E-11
15 -1.4 -3.061E-11
16 -1.5 -2.83E-11
17 -1.6 -3.058E-11
18 -1.7 -3.315E-11
19 -1.8 -3.09E-11
20 -1.9 -2.925E-11
21 -2 -3.128E-11
22 -2.1 -3.315E-11
23 -2.2 -2.135E-11
24 -2.3 -3.609E-11
25 -2.4 -3.449E-11
26 -2.5 -3.257E-11
27 -2.6 -2.399E-11
28 -2.7 -3.739E-11
29 -2.8 -3.642E-11
30 -2.9 -3.413E-11
31 -3 -3.53E-11
32 -3.1 -3.842E-11
33 -3.2 -3.62E-11
34 -3.3 -3.76E-11
35 -3.4 -3.409E-11
36 -3.5 -3.649E-11
37 -3.6 -3.723E-11
38 -3.7 -3.601E-11
39 -3.8 -3.688E-11
40 -3.9 -3.852E-11
41 -4 -3.926E-11
42 -4.1 -3.946E-11
43 -4.2 -3.946E-11
44 -4.3 -3.821E-11
45 -4.4 -3.918E-11
46 -4.5 -4.105E-11
47 -4.6 -3.161E-11
48 -4.7 -3.821E-11
49 -4.8 -4.201E-11
50 -4.9 -4.352E-11
51 -5 -4.204E-11
52 -5.1 -4.225E-11
53 -5.2 -5.021E-11
54 -5.3 -4.543E-11
55 -5.4 -4.51E-11
56 -5.5 -4.776E-11
57 -5.6 -4.271E-11
58 -5.7 -4.68E-11
59 -5.8 -4.519E-11
60 -5.9 -4.817E-11
61 -6 -4.649E-11
62 -6.1 -4.407E-11
63 -6.2 -4.796E-11
64 -6.3 -3.816E-11
65 -6.4 -4.208E-11
66 -6.5 -5.566E-11
67 -6.6 -5.026E-11
68 -6.7 -4.98E-11
69 -6.8 -5.225E-11
70 -6.9 -5.176E-11
71 -7 -5.176E-11
72 -7.1 -5.631E-11
73 -7.2 -5.507E-11
74 -7.3 -5.237E-11
75 -7.4 -5.397E-11
76 -7.5 -5.01E-11
77 -7.6 -5.977E-11
78 -7.7 -5.565E-11
79 -7.8 -5.683E-11
80 -7.9 -4.825E-11
81 -8 -6.056E-11
82 -8.1 -6.184E-11
83 -8.2 -5.278E-11
84 -8.3 -6.146E-11
85 -8.4 -5.8E-11
86 -8.5 -6.031E-11
87 -8.6 -5.5E-11
88 -8.7 -6.354E-11
89 -8.8 -6.209E-11
90 -8.9 -6.147E-11
91 -9 -6.863E-11
92 -9.1 -6.441E-11
93 -9.2 -6.475E-11
94 -9.3 -6.265E-11
95 -9.4 -6.57E-11
96 -9.5 -6.49E-11
97 -9.6 -6.674E-11
98 -9.7 -6.671E-11
99 -9.8 -6.9E-11
100 -9.9 -6.764E-11
101 -10 -6.968E-11
102 -10.1 -7.313E-11
103 -10.2 -6.053E-11
104 -10.3 -7.55E-11
105 -10.4 -7.396E-11
106 -10.5 -7.706E-11
107 -10.6 -7.507E-11
108 -10.7 -7.661E-11
109 -10.8 -7.523E-11
110 -10.9 -7.397E-11
111 -11 -7.281E-11
112 -11.1 -7.2E-11
113 -11.2 -8.025E-11
114 -11.3 -7.769E-11
115 -11.4 -7.953E-11
116 -11.5 -7.971E-11
117 -11.6 -8.253E-11
118 -11.7 -8.194E-11
119 -11.8 -8.399E-11
120 -11.9 -8.337E-11
