
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 2.3E-13
2 -0.1 -1.268E-11
3 -0.2 -2.314E-11
4 -0.3 -3.008E-11
5 -0.4 -2.754E-11
6 -0.5 -2.746E-11
7 -0.6 -2.698E-11
8 -0.7 -2.521E-11
9 -0.8 -3.209E-11
10 -0.9 -2.952E-11
11 -1 -3.563E-11
12 -1.1 -3.069E-11
13 -1.2 -3.114E-11
14 -1.3 -2.974E-11
15 -1.4 -2.68E-11
16 -1.5 -3.333E-11
17 -1.6 -2.999E-11
18 -1.7 -2.778E-11
19 -1.8 -2.965E-11
20 -1.9 -3.683E-11
21 -2 -3.386E-11
22 -2.1 -3.228E-11
23 -2.2 -3.12E-11
24 -2.3 -3.66E-11
25 -2.4 -2.947E-11
26 -2.5 -2.754E-11
27 -2.6 -3.213E-11
28 -2.7 -4.065E-11
29 -2.8 -3.779E-11
30 -2.9 -3.698E-11
31 -3 -3.063E-11
32 -3.1 -3.422E-11
33 -3.2 -3.59E-11
34 -3.3 -3.614E-11
35 -3.4 -3.654E-11
36 -3.5 -3.59E-11
37 -3.6 -3.818E-11
38 -3.7 -3.778E-11
39 -3.8 -3.766E-11
40 -3.9 -4.205E-11
41 -4 -3.65E-11
42 -4.1 -3.087E-11
43 -4.2 -4.036E-11
44 -4.3 -3.517E-11
45 -4.4 -3.788E-11
46 -4.5 -4.415E-11
47 -4.6 -4.254E-11
48 -4.7 -3.898E-11
49 -4.8 -4.679E-11
50 -4.9 -5.077E-11
51 -5 -4.767E-11
52 -5.1 -4.459E-11
53 -5.2 -4.46E-11
54 -5.3 -4.496E-11
55 -5.4 -4.431E-11
56 -5.5 -4.626E-11
57 -5.6 -4.602E-11
58 -5.7 -4.001E-11
59 -5.8 -5.392E-11
60 -5.9 -4.883E-11
61 -6 -4.848E-11
62 -6.1 -4.377E-11
63 -6.2 -3.794E-11
64 -6.3 -4.4E-11
65 -6.4 -4.922E-11
66 -6.5 -6.084E-11
67 -6.6 -5.341E-11
68 -6.7 -5.07E-11
69 -6.8 -4.339E-11
70 -6.9 -5.048E-11
71 -7 -5.1E-11
72 -7.1 -5.274E-11
73 -7.2 -5.237E-11
74 -7.3 -5.898E-11
75 -7.4 -5.117E-11
76 -7.5 -7.055E-11
77 -7.6 -5.756E-11
78 -7.7 -6.062E-11
