
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 -5.6E-13
2 -0.1 -9.15E-12
3 -0.2 -2.054E-11
4 -0.3 -2.596E-11
5 -0.4 -2.858E-11
6 -0.5 -3.362E-11
7 -0.6 -3.063E-11
8 -0.7 -2.941E-11
9 -0.8 -2.565E-11
10 -0.9 -3.295E-11
11 -1 -2.842E-11
12 -1.1 -2.794E-11
13 -1.2 -2.628E-11
14 -1.3 -2.498E-11
15 -1.4 -2.859E-11
16 -1.5 -2.991E-11
17 -1.6 -3.182E-11
18 -1.7 -3.472E-11
19 -1.8 -3.57E-11
20 -1.9 -3.359E-11
21 -2 -2.966E-11
22 -2.1 -3.142E-11
23 -2.2 -3.387E-11
24 -2.3 -3.385E-11
25 -2.4 -3.214E-11
26 -2.5 -3.025E-11
27 -2.6 -3.525E-11
28 -2.7 -3.567E-11
29 -2.8 -3.485E-11
30 -2.9 -3.133E-11
31 -3 -3.621E-11
32 -3.1 -3.428E-11
33 -3.2 -3.511E-11
34 -3.3 -3.772E-11
35 -3.4 -3.597E-11
36 -3.5 -3.813E-11
37 -3.6 -3.582E-11
38 -3.7 -4.034E-11
39 -3.8 -3.752E-11
40 -3.9 -3.505E-11
41 -4 -3.982E-11
42 -4.1 -3.702E-11
43 -4.2 -4.004E-11
44 -4.3 -3.947E-11
45 -4.4 -3.804E-11
46 -4.5 -4.035E-11
47 -4.6 -3.915E-11
48 -4.7 -4.254E-11
49 -4.8 -3.575E-11
50 -4.9 -4.413E-11
51 -5 -4.535E-11
52 -5.1 -4.594E-11
53 -5.2 -4.215E-11
54 -5.3 -4.214E-11
55 -5.4 -4.689E-11
56 -5.5 -4.755E-11
57 -5.6 -4.249E-11
58 -5.7 -4.486E-11
59 -5.8 -5.308E-11
60 -5.9 -4.856E-11
61 -6 -4.474E-11
62 -6.1 -4.372E-11
63 -6.2 -4.739E-11
64 -6.3 -4.899E-11
65 -6.4 -4.892E-11
66 -6.5 -4.707E-11
67 -6.6 -5.704E-11
68 -6.7 -5.163E-11
69 -6.8 -5.141E-11
70 -6.9 -5.13E-11
71 -7 -5.182E-11
72 -7.1 -5.698E-11
73 -7.2 -5.025E-11
74 -7.3 -5.276E-11
75 -7.4 -5.561E-11
76 -7.5 -4.634E-11
77 -7.6 -5.73E-11
78 -7.7 -5.768E-11
79 -7.8 -5.545E-11
80 -7.9 -5.681E-11
81 -8 -5.253E-11
82 -8.1 -5.534E-11
83 -8.2 -5.873E-11
84 -8.3 -6.788E-11
85 -8.4 -5.686E-11
86 -8.5 -5.548E-11
87 -8.6 -5.934E-11
88 -8.7 -5.585E-11
89 -8.8 -6.925E-11
90 -8.9 -6.917E-11
91 -9 -6.659E-11
92 -9.1 -6.301E-11
93 -9.2 -6.192E-11
94 -9.3 -6.478E-11
95 -9.4 -6.568E-11
96 -9.5 -6.595E-11
97 -9.6 -6.609E-11
98 -9.7 -6.593E-11
99 -9.8 -6.93E-11
100 -9.9 -6.983E-11
101 -10 -6.979E-11
102 -10.1 -6.921E-11
103 -10.2 -6.929E-11
104 -10.3 -6.549E-11
105 -10.4 -7.494E-11
106 -10.5 -7.564E-11
107 -10.6 -7.455E-11
108 -10.7 -7.73E-11
109 -10.8 -7.581E-11
110 -10.9 -7.41E-11
111 -11 -7.287E-11
112 -11.1 -7.529E-11
113 -11.2 -8.229E-11
114 -11.3 -7.781E-11
115 -11.4 -7.485E-11
116 -11.5 -8.126E-11
