
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 -2E-14
2 -0.1 -9.6E-13
3 -0.2 -1.27E-12
4 -0.3 -1.55E-12
5 -0.4 -1.62E-12
6 -0.5 -1.62E-12
7 -0.6 -1.88E-12
8 -0.7 -1.86E-12
9 -0.8 -1.89E-12
10 -0.9 -1.9E-12
11 -1 -2.13E-12
12 -1.1 -2.18E-12
13 -1.2 -2.18E-12
14 -1.3 -2.39E-12
15 -1.4 -2.46E-12
16 -1.5 -2.46E-12
17 -1.6 -2.69E-12
18 -1.7 -2.77E-12
19 -1.8 -2.77E-12
20 -1.9 -2.95E-12
21 -2 -2.99E-12
22 -2.1 -3.05E-12
23 -2.2 -3.05E-12
24 -2.3 -3.27E-12
25 -2.4 -3.33E-12
26 -2.5 -3.35E-12
27 -2.6 -3.55E-12
28 -2.7 -3.63E-12
29 -2.8 -3.66E-12
30 -2.9 -3.88E-12
31 -3 -3.92E-12
32 -3.1 -3.93E-12
33 -3.2 -4.15E-12
34 -3.3 -4.24E-12
35 -3.4 -4.25E-12
36 -3.5 -4.43E-12
37 -3.6 -4.53E-12
38 -3.7 -4.51E-12
39 -3.8 -4.56E-12
40 -3.9 -4.77E-12
41 -4 -4.87E-12
42 -4.1 -4.87E-12
43 -4.2 -5.07E-12
44 -4.3 -5.13E-12
45 -4.4 -5.22E-12
46 -4.5 -5.38E-12
47 -4.6 -5.42E-12
48 -4.7 -5.5E-12
49 -4.8 -5.71E-12
50 -4.9 -5.79E-12
51 -5 -5.96E-12
52 -5.1 -6.01E-12
53 -5.2 -6.08E-12
54 -5.3 -6.25E-12
55 -5.4 -6.3E-12
56 -5.5 -6.4E-12
57 -5.6 -6.6E-12
58 -5.7 -6.66E-12
59 -5.8 -6.7E-12
60 -5.9 -6.96E-12
61 -6 -6.99E-12
62 -6.1 -7.02E-12
63 -6.2 -7.22E-12
64 -6.3 -7.34E-12
65 -6.4 -7.37E-12
66 -6.5 -7.53E-12
67 -6.6 -7.62E-12
68 -6.7 -7.73E-12
69 -6.8 -7.95E-12
70 -6.9 -7.99E-12
71 -7 -8.05E-12
72 -7.1 -8.28E-12
73 -7.2 -8.34E-12
74 -7.3 -8.44E-12
75 -7.4 -8.6E-12
76 -7.5 -8.76E-12
77 -7.6 -8.76E-12
78 -7.7 -8.98E-12
79 -7.8 -9.09E-12
80 -7.9 -9.13E-12
81 -8 -9.37E-12
82 -8.1 -9.43E-12
83 -8.2 -9.5E-12
84 -8.3 -9.7E-12
85 -8.4 -9.82E-12
86 -8.5 -9.89E-12
87 -8.6 -1.014E-11
88 -8.7 -1.023E-11
89 -8.8 -1.027E-11
90 -8.9 -1.05E-11
91 -9 -1.063E-11
92 -9.1 -1.068E-11
93 -9.2 -1.091E-11
94 -9.3 -1.099E-11
95 -9.4 -1.112E-11
96 -9.5 -9.79E-12
97 -9.6 -1.012E-11
98 -9.7 -1.034E-11
99 -9.8 -1.058E-11
100 -9.9 -1.049E-11
101 -10 -1.076E-11
102 -10.1 -1.098E-11
103 -10.2 -1.087E-11
104 -10.3 -1.111E-11
105 -10.4 -1.138E-11
106 -10.5 -1.16E-11
107 -10.6 -1.148E-11
