
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 1.2E-13
2 -0.1 -1.29E-12
3 -0.2 -1.48E-12
4 -0.3 -1.64E-12
5 -0.4 -1.65E-12
6 -0.5 -1.67E-12
7 -0.6 -1.88E-12
8 -0.7 -1.86E-12
9 -0.8 -1.87E-12
10 -0.9 -2.05E-12
11 -1 -2.08E-12
12 -1.1 -2.25E-12
13 -1.2 -2.27E-12
14 -1.3 -2.31E-12
15 -1.4 -2.53E-12
16 -1.5 -2.55E-12
17 -1.6 -2.52E-12
18 -1.7 -2.75E-12
19 -1.8 -2.77E-12
20 -1.9 -2.76E-12
21 -2 -2.97E-12
22 -2.1 -3.02E-12
23 -2.2 -3.03E-12
24 -2.3 -3.22E-12
25 -2.4 -3.29E-12
26 -2.5 -3.31E-12
27 -2.6 -3.49E-12
28 -2.7 -3.52E-12
29 -2.8 -3.71E-12
30 -2.9 -3.78E-12
31 -3 -3.81E-12
32 -3.1 -3.96E-12
33 -3.2 -4.02E-12
34 -3.3 -4.09E-12
35 -3.4 -4.26E-12
36 -3.5 -4.33E-12
37 -3.6 -4.33E-12
38 -3.7 -4.5E-12
39 -3.8 -4.55E-12
40 -3.9 -4.75E-12
41 -4 -4.83E-12
42 -4.1 -4.82E-12
43 -4.2 -5.04E-12
44 -4.3 -5.1E-12
45 -4.4 -5.16E-12
46 -4.5 -5.32E-12
47 -4.6 -5.38E-12
48 -4.7 -5.43E-12
49 -4.8 -5.64E-12
50 -4.9 -5.69E-12
51 -5 -5.88E-12
52 -5.1 -5.94E-12
53 -5.2 -6.02E-12
54 -5.3 -6.2E-12
55 -5.4 -6.2E-12
56 -5.5 -6.28E-12
57 -5.6 -6.46E-12
58 -5.7 -6.54E-12
59 -5.8 -6.74E-12
60 -5.9 -6.84E-12
61 -6 -6.84E-12
62 -6.1 -7.04E-12
63 -6.2 -7.1E-12
64 -6.3 -7.16E-12
65 -6.4 -7.38E-12
66 -6.5 -7.42E-12
67 -6.6 -7.65E-12
68 -6.7 -7.73E-12
69 -6.8 -7.75E-12
70 -6.9 -7.98E-12
71 -7 -8.04E-12
72 -7.1 -8.1E-12
73 -7.2 -8.33E-12
74 -7.3 -8.39E-12
75 -7.4 -8.62E-12
76 -7.5 -8.68E-12
77 -7.6 -8.71E-12
78 -7.7 -8.95E-12
79 -7.8 -9.01E-12
80 -7.9 -9.18E-12
81 -8 -9.29E-12
82 -8.1 -9.33E-12
83 -8.2 -9.6E-12
84 -8.3 -9.62E-12
85 -8.4 -9.67E-12
86 -8.5 -9.9E-12
87 -8.6 -1.001E-11
88 -8.7 -8.75E-12
89 -8.8 -9.05E-12
90 -8.9 -9.28E-12
91 -9 -9.26E-12
92 -9.1 -9.49E-12
93 -9.2 -9.73E-12
94 -9.3 -9.67E-12
95 -9.4 -9.95E-12
96 -9.5 -9.84E-12
97 -9.6 -1.011E-11
98 -9.7 -1.039E-11
99 -9.8 -1.03E-11
100 -9.9 -1.056E-11
101 -10 -1.084E-11
102 -10.1 -1.078E-11
103 -10.2 -1.101E-11
104 -10.3 -1.1E-11
105 -10.4 -1.126E-11
106 -10.5 -1.15E-11
107 -10.6 -1.145E-11
108 -10.7 -1.173E-11
109 -10.8 -1.2E-11
110 -10.9 -1.195E-11
111 -11 -1.222E-11
112 -11.1 -1.248E-11
113 -11.2 -1.244E-11
114 -11.3 -1.273E-11
115 -11.4 -1.269E-11
116 -11.5 -1.294E-11
117 -11.6 -1.321E-11
118 -11.7 -1.317E-11
119 -11.8 -1.346E-11
120 -11.9 -1.368E-11
121 -12 -1.37E-11
122 -12.1 -1.397E-11
123 -12.2 -1.389E-11
124 -12.3 -1.422E-11
125 -12.4 -1.448E-11
126 -12.5 -1.448E-11
127 -12.6 -1.471E-11
128 -12.7 -1.5E-11
129 -12.8 -1.495E-11
130 -12.9 -1.529E-11
131 -13 -1.525E-11
132 -13.1 -1.553E-11
133 -13.2 -1.58E-11
134 -13.3 -1.577E-11
135 -13.4 -1.606E-11
136 -13.5 -1.634E-11
