
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 9.9E-13
2 -0.1 6.1E-13
3 -0.2 3.9E-13
4 -0.3 1.7E-13
5 -0.4 0
6 -0.5 1.3E-13
7 -0.6 -7E-14
8 -0.7 -2.2E-13
9 -0.8 -1.3E-13
10 -0.9 -2.9E-13
11 -1 -4.9E-13
12 -1.1 -6E-13
13 -1.2 -5E-13
14 -1.3 -6.5E-13
15 -1.4 -8.4E-13
16 -1.5 -7.4E-13
17 -1.6 -8.8E-13
18 -1.7 -1.09E-12
19 -1.8 -9.7E-13
20 -1.9 -1.1E-12
21 -2 -1.29E-12
22 -2.1 -1.49E-12
23 -2.2 -1.36E-12
24 -2.3 -1.51E-12
25 -2.4 -1.69E-12
26 -2.5 -1.63E-12
27 -2.6 -1.8E-12
28 -2.7 -1.97E-12
29 -2.8 -1.87E-12
30 -2.9 -2.08E-12
31 -3 -2.25E-12
32 -3.1 -2.44E-12
33 -3.2 -2.34E-12
34 -3.3 -2.51E-12
35 -3.4 -2.73E-12
36 -3.5 -2.59E-12
37 -3.6 -2.81E-12
38 -3.7 -2.99E-12
39 -3.8 -2.87E-12
40 -3.9 -3.08E-12
41 -4 -3.24E-12
42 -4.1 -3.19E-12
43 -4.2 -3.33E-12
44 -4.3 -3.48E-12
45 -4.4 -3.72E-12
46 -4.5 -3.58E-12
47 -4.6 -3.8E-12
48 -4.7 -3.99E-12
49 -4.8 -3.92E-12
50 -4.9 -4.11E-12
51 -5 -4.34E-12
52 -5.1 -4.19E-12
53 -5.2 -4.42E-12
54 -5.3 -4.61E-12
55 -5.4 -4.79E-12
56 -5.5 -4.7E-12
57 -5.6 -4.86E-12
58 -5.7 -5.11E-12
59 -5.8 -5E-12
60 -5.9 -5.22E-12
61 -6 -5.41E-12
62 -6.1 -5.33E-12
63 -6.2 -5.52E-12
64 -6.3 -5.75E-12
65 -6.4 -5.65E-12
66 -6.5 -5.85E-12
67 -6.6 -6.06E-12
68 -6.7 -6.26E-12
69 -6.8 -6.18E-12
70 -6.9 -6.37E-12
71 -7 -6.6E-12
72 -7.1 -6.5E-12
73 -7.2 -6.69E-12
74 -7.3 -6.87E-12
75 -7.4 -6.79E-12
76 -7.5 -7.03E-12
77 -7.6 -7.21E-12
78 -7.7 -7.42E-12
79 -7.8 -7.38E-12
80 -7.9 -7.54E-12
81 -8 -7.73E-12
82 -8.1 -7.68E-12
83 -8.2 -7.9E-12
84 -8.3 -8.11E-12
85 -8.4 -8.33E-12
86 -8.5 -8.21E-12
87 -8.6 -8.46E-12
88 -8.7 -8.64E-12
89 -8.8 -8.61E-12
90 -8.9 -8.79E-12
91 -9 -9.01E-12
92 -9.1 -9.2E-12
93 -9.2 -9.16E-12
94 -9.3 -9.37E-12
95 -9.4 -9.6E-12
96 -9.5 -9.51E-12
97 -9.6 -9.71E-12
98 -9.7 -9.95E-12
99 -9.8 -1.019E-11
100 -9.9 -1.009E-11
101 -10 -1.033E-11
102 -10.1 -1.056E-11
103 -10.2 -1.051E-11
104 -10.3 -1.067E-11
105 -10.4 -1.091E-11
106 -10.5 -1.117E-11
107 -10.6 -1.112E-11
108 -10.7 -1.133E-11
109 -10.8 -1.155E-11
110 -10.9 -1.177E-11
111 -11 -1.168E-11
112 -11.1 -1.196E-11
113 -11.2 -1.22E-11
114 -11.3 -1.211E-11
115 -11.4 -1.236E-11
116 -11.5 -1.259E-11
117 -11.6 -1.286E-11
