
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 1.43E-12
2 -0.1 -4.4E-13
3 -0.2 -5.2E-13
4 -0.3 -6.7E-13
5 -0.4 -8.9E-13
6 -0.5 -7.5E-13
7 -0.6 -1.07E-12
8 -0.7 -1.19E-12
9 -0.8 -1.03E-12
10 -0.9 -1.3E-12
11 -1 -1.57E-12
12 -1.1 -1.34E-12
13 -1.2 -1.69E-12
14 -1.3 -1.84E-12
15 -1.4 -1.76E-12
16 -1.5 -1.94E-12
17 -1.6 -2.1E-12
18 -1.7 -2.07E-12
19 -1.8 -2.29E-12
20 -1.9 -2.53E-12
21 -2 -2.41E-12
22 -2.1 -2.7E-12
23 -2.2 -2.87E-12
24 -2.3 -2.76E-12
25 -2.4 -3.05E-12
26 -2.5 -3.32E-12
27 -2.6 -3.19E-12
28 -2.7 -3.5E-12
29 -2.8 -3.7E-12
30 -2.9 -3.64E-12
31 -3 -3.9E-12
32 -3.1 -4.13E-12
33 -3.2 -4E-12
34 -3.3 -4.36E-12
35 -3.4 -4.52E-12
36 -3.5 -4.77E-12
37 -3.6 -4.72E-12
38 -3.7 -4.94E-12
39 -3.8 -5.17E-12
40 -3.9 -5.04E-12
41 -4 -5.39E-12
42 -4.1 -5.64E-12
43 -4.2 -5.52E-12
44 -4.3 -5.83E-12
45 -4.4 -6.13E-12
46 -4.5 -6E-12
47 -4.6 -6.28E-12
48 -4.7 -6.5E-12
49 -4.8 -6.47E-12
50 -4.9 -6.75E-12
51 -5 -7.11E-12
52 -5.1 -6.91E-12
53 -5.2 -7.2E-12
54 -5.3 -7.46E-12
55 -5.4 -7.7E-12
56 -5.5 -7.62E-12
57 -5.6 -7.86E-12
58 -5.7 -8.18E-12
59 -5.8 -8.1E-12
60 -5.9 -8.51E-12
61 -6 -8.73E-12
62 -6.1 -8.59E-12
63 -6.2 -8.92E-12
64 -6.3 -9.21E-12
65 -6.4 -9.12E-12
66 -6.5 -9.5E-12
67 -6.6 -9.67E-12
68 -6.7 -9.73E-12
69 -6.8 -9.97E-12
70 -6.9 -1.024E-11
71 -7 -1.054E-11
72 -7.1 -1.05E-11
73 -7.2 -1.077E-11
74 -7.3 -1.104E-11
75 -7.4 -1.1E-11
76 -7.5 -1.132E-11
77 -7.6 -1.164E-11
78 -7.7 -1.155E-11
79 -7.8 -1.19E-11
80 -7.9 -1.22E-11
81 -8 -1.207E-11
82 -8.1 -1.244E-11
83 -8.2 -1.285E-11
84 -8.3 -1.271E-11
85 -8.4 -1.304E-11
86 -8.5 -1.333E-11
87 -8.6 -1.331E-11
88 -8.7 -1.369E-11
89 -8.8 -1.4E-11
90 -8.9 -1.39E-11
91 -9 -1.43E-11
92 -9.1 -1.455E-11
93 -9.2 -1.496E-11
94 -9.3 -1.493E-11
95 -9.4 -1.529E-11
96 -9.5 -1.557E-11
97 -9.6 -1.545E-11
98 -9.7 -1.593E-11
99 -9.8 -1.618E-11
100 -9.9 -1.618E-11
101 -10 -1.644E-11
102 -10.1 -1.691E-11
103 -10.2 -1.672E-11
104 -10.3 -1.716E-11
105 -10.4 -1.748E-11
106 -10.5 -1.744E-11
107 -10.6 -1.783E-11
108 -10.7 -1.827E-11
109 -10.8 -1.821E-11
110 -10.9 -1.851E-11
111 -11 -1.884E-11
112 -11.1 -1.927E-11
113 -11.2 -1.914E-11
114 -11.3 -1.961E-11
115 -11.4 -1.986E-11
116 -11.5 -1.985E-11
117 -11.6 -2.034E-11
118 -11.7 -2.067E-11
119 -11.8 -2.062E-11
120 -11.9 -2.103E-11
121 -12 -2.15E-11
122 -12.1 -2.167E-11
123 -12.2 -2.168E-11
124 -12.3 -2.212E-11
125 -12.4 -2.252E-11
126 -12.5 -2.244E-11
127 -12.6 -2.292E-11
128 -12.7 -2.315E-11
129 -12.8 -2.354E-11
130 -12.9 -2.353E-11
131 -13 -2.4E-11
132 -13.1 -2.438E-11
133 -13.2 -2.441E-11
134 -13.3 -2.473E-11
135 -13.4 -2.506E-11
136 -13.5 -2.537E-11
137 -13.6 -2.555E-11
138 -13.7 -2.6E-11
139 -13.8 -2.624E-11
140 -13.9 -2.634E-11
141 -14 -2.68E-11
142 -14.1 -2.715E-11
143 -14.2 -2.718E-11
144 -14.3 -2.763E-11
145 -14.4 -2.805E-11
146 -14.5 -2.826E-11
147 -14.6 -2.853E-11
148 -14.7 -2.891E-11
149 -14.8 -2.925E-11
150 -14.9 -2.931E-11
151 -15 -2.965E-11
152 -15.1 -3.025E-11
153 -15.2 -3.023E-11
154 -15.3 -3.063E-11
155 -15.4 -3.107E-11
156 -15.5 -3.143E-11
157 -15.6 -3.16E-11
158 -15.7 -3.201E-11
159 -15.8 -3.245E-11
160 -15.9 -3.245E-11
161 -16 -3.293E-11
162 -16.1 -3.333E-11
163 -16.2 -3.352E-11
164 -16.3 -3.391E-11
165 -16.4 -3.428E-11
166 -16.5 -3.474E-11
167 -16.6 -3.464E-11
168 -16.7 -3.534E-11
169 -16.8 -3.577E-11
170 -16.9 -3.548E-11
171 -17 -3.636E-11
172 -17.1 -3.675E-11
173 -17.2 -3.661E-11
174 -17.3 -3.727E-11
175 -17.4 -3.766E-11
176 -17.5 -3.78E-11
177 -17.6 -3.834E-11
178 -17.7 -3.885E-11
179 -17.8 -3.915E-11
180 -17.9 -3.928E-11
181 -18 -3.988E-11
182 -18.1 -4.041E-11
183 -18.2 -4.039E-11
184 -18.3 -4.087E-11
185 -18.4 -4.138E-11
186 -18.5 -4.141E-11
187 -18.6 -4.202E-11
188 -18.7 -4.237E-11
189 -18.8 -4.296E-11
190 -18.9 -4.286E-11
191 -19 -4.356E-11
192 -19.1 -4.374E-11
193 -19.2 -4.408E-11
194 -19.3 -4.477E-11
195 -19.4 -4.514E-11
196 -19.5 -4.52E-11
197 -19.6 -4.577E-11
198 -19.7 -4.63E-11
199 -19.8 -4.685E-11
200 -19.9 -4.668E-11
201 -20 -4.746E-11
202 -20.1 -4.787E-11
203 -20.2 -4.816E-11
204 -20.3 -4.857E-11
205 -20.4 -4.925E-11
206 -20.5 -4.917E-11
207 -20.6 -4.997E-11
208 -20.7 -5.025E-11
209 -20.8 -5.052E-11
210 -20.9 -5.098E-11
211 -21 -5.162E-11
212 -21.1 -5.214E-11
213 -21.2 -5.223E-11
214 -21.3 -5.267E-11
215 -21.4 -5.337E-11
216 -21.5 -5.332E-11
217 -21.6 -5.412E-11
218 -21.7 -5.458E-11
219 -21.8 -5.481E-11
220 -21.9 -5.529E-11
221 -22 -5.576E-11
222 -22.1 -5.606E-11
223 -22.2 -5.663E-11
224 -22.3 -5.716E-11
225 -22.4 -5.766E-11
226 -22.5 -5.792E-11
227 -22.6 -5.861E-11
228 -22.7 -5.91E-11
229 -22.8 -5.922E-11
230 -22.9 -5.984E-11
231 -23 -6.025E-11
232 -23.1 -6.071E-11
233 -23.2 -6.134E-11
234 -23.3 -6.198E-11
235 -23.4 -6.208E-11
236 -23.5 -6.255E-11
237 -23.6 -6.318E-11
238 -23.7 -6.354E-11
239 -23.8 -6.422E-11
240 -23.9 -6.47E-11
241 -24 -6.515E-11
242 -24.1 -6.566E-11
243 -24.2 -6.618E-11
244 -24.3 -6.678E-11
245 -24.4 -6.72E-11
246 -24.5 -6.764E-11
247 -24.6 -6.816E-11
248 -24.7 -6.877E-11
249 -24.8 -6.915E-11
250 -24.9 -6.974E-11
251 -25 -7.008E-11
252 -25.1 -7.075E-11
253 -25.2 -7.123E-11
254 -25.3 -7.165E-11
255 -25.4 -7.229E-11
256 -25.5 -7.273E-11
257 -25.6 -7.355E-11
258 -25.7 -7.407E-11
259 -25.8 -7.458E-11
260 -25.9 -7.547E-11
261 -26 -7.567E-11
262 -26.1 -7.614E-11
263 -26.2 -7.688E-11
264 -26.3 -7.725E-11
265 -26.4 -7.785E-11
266 -26.5 -7.871E-11
267 -26.6 -7.906E-11
268 -26.7 -7.978E-11
269 -26.8 -8.087E-11
270 -26.9 -8.244E-11
271 -27 -8.375E-11
272 -27.1 -8.491E-11
273 -27.2 -8.58E-11
274 -27.3 -8.693E-11
275 -27.4 -8.771E-11
276 -27.5 -8.89E-11
277 -27.6 -8.991E-11
278 -27.7 -9.095E-11
279 -27.8 -9.219E-11
280 -27.9 -9.33E-11
281 -28 -9.465E-11
282 -28.1 -9.603E-11
283 -28.2 -9.781E-11
284 -28.3 -9.972E-11
285 -28.4 -1.0109E-10
286 -28.5 -1.0319E-10
287 -28.6 -1.0473E-10
288 -28.7 -1.0652E-10
289 -28.8 -1.0891E-10
290 -28.9 -1.1082E-10
291 -29 -1.1249E-10
292 -29.1 -1.1512E-10
293 -29.2 -1.1743E-10
294 -29.3 -1.1928E-10
295 -29.4 -1.2198E-10
296 -29.5 -1.2474E-10
297 -29.6 -1.2765E-10
298 -29.7 -1.2984E-10
299 -29.8 -1.329E-10
300 -29.9 -1.3593E-10
301 -30 -1.3903E-10
302 -30.1 -1.4211E-10
303 -30.2 -1.4521E-10
304 -30.3 -1.4868E-10
305 -30.4 -1.5212E-10
306 -30.5 -1.5412E-10
307 -30.6 -1.5872E-10
308 -30.7 -1.6204E-10
309 -30.8 -1.6576E-10
310 -30.9 -1.6848E-10
311 -31 -1.7406E-10
312 -31.1 -1.7917E-10
313 -31.2 -1.8262E-10
314 -31.3 -1.8861E-10
315 -31.4 -1.9474E-10
316 -31.5 -1.9948E-10
317 -31.6 -2.0404E-10
318 -31.7 -2.1053E-10
319 -31.8 -2.1593E-10
320 -31.9 -2.207E-10
321 -32 -2.2823E-10
322 -32.1 -2.3502E-10
323 -32.2 -2.4167E-10
324 -32.3 -2.5008E-10
325 -32.4 -2.5752E-10
326 -32.5 -2.6331E-10
327 -32.6 -2.7216E-10
328 -32.7 -2.796E-10
329 -32.8 -2.8497E-10
330 -32.9 -2.9274E-10
331 -33 -3.0011E-10
332 -33.1 -3.0413E-10
333 -33.2 -3.1025E-10
334 -33.3 -3.1732E-10
335 -33.4 -3.2174E-10
336 -33.5 -3.2666E-10
337 -33.6 -3.3287E-10
338 -33.7 -3.3722E-10
339 -33.8 -3.416E-10
340 -33.9 -3.4801E-10
341 -34 -3.5253E-10
342 -34.1 -3.5704E-10
343 -34.2 -3.6309E-10
344 -34.3 -3.6821E-10
345 -34.4 -3.7196E-10
346 -34.5 -3.7816E-10
347 -34.6 -3.829E-10
348 -34.7 -3.8668E-10
349 -34.8 -3.9233E-10
350 -34.9 -3.9739E-10
351 -35 -4.0125E-10
352 -35.1 -4.0693E-10
353 -35.2 -4.132E-10
354 -35.3 -4.1712E-10
355 -35.4 -4.2297E-10
356 -35.5 -4.2959E-10
357 -35.6 -4.3391E-10
358 -35.7 -4.3939E-10
359 -35.8 -4.4684E-10
360 -35.9 -4.5145E-10
361 -36 -4.5675E-10
362 -36.1 -4.6372E-10
363 -36.2 -4.6959E-10
364 -36.3 -4.746E-10
365 -36.4 -4.8204E-10
366 -36.5 -4.8794E-10
367 -36.6 -4.931E-10
368 -36.7 -5.0067E-10
369 -36.8 -5.0755E-10
370 -36.9 -5.1318E-10
371 -37 -5.2021E-10
372 -37.1 -5.2797E-10
373 -37.2 -5.3368E-10
374 -37.3 -5.4112E-10
375 -37.4 -5.4857E-10
376 -37.5 -5.5456E-10
377 -37.6 -5.6178E-10
378 -37.7 -5.681E-10
379 -37.8 -5.7306E-10
380 -37.9 -5.7858E-10
381 -38 -5.853E-10
382 -38.1 -5.8908E-10
383 -38.2 -5.9371E-10
384 -38.3 -5.998E-10
385 -38.4 -6.0419E-10
386 -38.5 -6.0841E-10
387 -38.6 -6.1362E-10
388 -38.7 -6.1895E-10
389 -38.8 -6.2232E-10
390 -38.9 -6.2714E-10
391 -39 -6.3308E-10
392 -39.1 -6.3637E-10
393 -39.2 -6.4143E-10
394 -39.3 -6.4679E-10
395 -39.4 -6.5025E-10
396 -39.5 -6.5538E-10
397 -39.6 -6.6085E-10
398 -39.7 -6.6421E-10
399 -39.8 -6.692E-10
400 -39.9 -6.7464E-10
401 -40 -6.7842E-10
402 -40.1 -6.8323E-10
403 -40.2 -6.8893E-10
404 -40.3 -6.9325E-10
405 -40.4 -6.9698E-10
406 -40.5 -7.032E-10
407 -40.6 -7.0751E-10
408 -40.7 -7.1132E-10
409 -40.8 -7.1717E-10
410 -40.9 -7.2241E-10
411 -41 -7.2648E-10
412 -41.1 -7.3195E-10
413 -41.2 -7.3749E-10
414 -41.3 -7.413E-10
415 -41.4 -7.472E-10
416 -41.5 -7.5292E-10
417 -41.6 -7.5694E-10
418 -41.7 -7.6275E-10
419 -41.8 -7.6887E-10
420 -41.9 -7.729E-10
421 -42 -7.7856E-10
422 -42.1 -7.8478E-10
423 -42.2 -7.8914E-10
424 -42.3 -7.9456E-10
425 -42.4 -8.011E-10
426 -42.5 -8.0591E-10
427 -42.6 -8.1076E-10
428 -42.7 -8.1747E-10
429 -42.8 -8.2283E-10
430 -42.9 -8.2769E-10
431 -43 -8.3467E-10
432 -43.1 -8.4052E-10
433 -43.2 -8.4536E-10
434 -43.3 -8.527E-10
435 -43.4 -8.5871E-10
436 -43.5 -8.6367E-10
437 -43.6 -8.7056E-10
438 -43.7 -8.7726E-10
439 -43.8 -8.8228E-10
440 -43.9 -8.8912E-10
441 -44 -8.9632E-10
442 -44.1 -9.0224E-10
443 -44.2 -9.0788E-10
444 -44.3 -9.1613E-10
445 -44.4 -9.2184E-10
446 -44.5 -9.2764E-10
447 -44.6 -9.353E-10
448 -44.7 -9.4254E-10
449 -44.8 -9.4813E-10
450 -44.9 -9.5601E-10
451 -45 -9.6333E-10
452 -45.1 -9.6946E-10
453 -45.2 -9.7723E-10
454 -45.3 -9.8535E-10
455 -45.4 -9.9144E-10
456 -45.5 -9.9968E-10
457 -45.6 -1.0254E-09
458 -45.7 -1.03101E-09
459 -45.8 -1.03357E-09
460 -45.9 -1.03764E-09
461 -46 -1.03863E-09
462 -46.1 -1.04312E-09
463 -46.2 -1.04863E-09
