
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 -3.7E-13
2 -0.1 -2.66E-12
3 -0.2 -1.25E-12
4 -0.3 -1.93E-12
5 -0.4 -4.01E-12
6 -0.5 -3.34E-12
7 -0.6 -1.68E-12
8 -0.7 -2.18E-12
9 -0.8 -4.3E-12
10 -0.9 -3.8E-12
11 -1 -2.09E-12
12 -1.1 -2.41E-12
13 -1.2 -4.6E-12
14 -1.3 -4.35E-12
15 -1.4 -2.64E-12
16 -1.5 -2.71E-12
17 -1.6 -4.91E-12
18 -1.7 -4.93E-12
19 -1.8 -3.13E-12
20 -1.9 -3.09E-12
21 -2 -3.23E-12
22 -2.1 -5.62E-12
23 -2.2 -5.42E-12
24 -2.3 -3.7E-12
25 -2.4 -3.67E-12
26 -2.5 -3.9E-12
27 -2.6 -6.16E-12
28 -2.7 -6.04E-12
29 -2.8 -4.33E-12
30 -2.9 -4.36E-12
31 -3 -4.46E-12
32 -3.1 -6.84E-12
33 -3.2 -6.76E-12
34 -3.3 -5.11E-12
35 -3.4 -5.04E-12
36 -3.5 -5.77E-12
37 -3.6 -7.87E-12
38 -3.7 -7.47E-12
39 -3.8 -5.79E-12
40 -3.9 -5.72E-12
41 -4 -6.5E-12
42 -4.1 -8.58E-12
43 -4.2 -8.25E-12
44 -4.3 -6.65E-12
45 -4.4 -6.53E-12
46 -4.5 -7.28E-12
47 -4.6 -9.31E-12
48 -4.7 -9.01E-12
49 -4.8 -7.48E-12
50 -4.9 -7.34E-12
51 -5 -8.07E-12
52 -5.1 -1.017E-11
53 -5.2 -9.84E-12
54 -5.3 -8.22E-12
55 -5.4 -8.15E-12
56 -5.5 -8.97E-12
57 -5.6 -1.095E-11
58 -5.7 -1.06E-11
59 -5.8 -8.93E-12
60 -5.9 -9.07E-12
61 -6 -9.86E-12
62 -6.1 -1.182E-11
63 -6.2 -1.143E-11
64 -6.3 -9.91E-12
65 -6.4 -9.95E-12
66 -6.5 -1.07E-11
67 -6.6 -1.272E-11
68 -6.7 -1.242E-11
69 -6.8 -1.074E-11
70 -6.9 -1.09E-11
71 -7 -1.165E-11
72 -7.1 -1.361E-11
73 -7.2 -1.325E-11
74 -7.3 -1.166E-11
75 -7.4 -1.176E-11
76 -7.5 -1.262E-11
77 -7.6 -1.46E-11
78 -7.7 -1.428E-11
79 -7.8 -1.282E-11
80 -7.9 -1.277E-11
81 -8 -1.357E-11
82 -8.1 -1.562E-11
83 -8.2 -1.536E-11
84 -8.3 -1.367E-11
85 -8.4 -1.378E-11
86 -8.5 -1.46E-11
87 -8.6 -1.664E-11
88 -8.7 -1.629E-11
89 -8.8 -1.467E-11
90 -8.9 -1.474E-11
91 -9 -1.565E-11
92 -9.1 -1.761E-11
93 -9.2 -1.737E-11
94 -9.3 -1.578E-11
95 -9.4 -1.59E-11
96 -9.5 -1.667E-11
97 -9.6 -1.871E-11
98 -9.7 -1.847E-11
99 -9.8 -1.688E-11
100 -9.9 -1.693E-11
101 -10 -1.773E-11
102 -10.1 -1.991E-11
103 -10.2 -1.95E-11
104 -10.3 -1.795E-11
105 -10.4 -1.81E-11
106 -10.5 -1.902E-11
107 -10.6 -2.103E-11
108 -10.7 -2.065E-11
109 -10.8 -1.91E-11
110 -10.9 -1.942E-11
111 -11 -2.018E-11
112 -11.1 -2.214E-11
113 -11.2 -2.176E-11
114 -11.3 -2.035E-11
115 -11.4 -2.053E-11
116 -11.5 -2.137E-11
117 -11.6 -2.341E-11
118 -11.7 -2.312E-11
119 -11.8 -2.151E-11
120 -11.9 -2.175E-11
121 -12 -2.26E-11
122 -12.1 -2.46E-11
123 -12.2 -2.428E-11
124 -12.3 -2.272E-11
125 -12.4 -2.31E-11
126 -12.5 -2.387E-11
127 -12.6 -2.585E-11
128 -12.7 -2.559E-11
129 -12.8 -2.412E-11
130 -12.9 -2.441E-11
131 -13 -2.515E-11
132 -13.1 -2.724E-11
133 -13.2 -2.694E-11
134 -13.3 -2.531E-11
135 -13.4 -2.563E-11
136 -13.5 -2.67E-11
137 -13.6 -2.853E-11
138 -13.7 -2.829E-11
139 -13.8 -2.671E-11
140 -13.9 -2.729E-11
141 -14 -2.795E-11
142 -14.1 -2.996E-11
143 -14.2 -2.966E-11
144 -14.3 -2.816E-11
145 -14.4 -2.867E-11
146 -14.5 -2.945E-11
147 -14.6 -3.136E-11
148 -14.7 -3.113E-11
149 -14.8 -2.958E-11
150 -14.9 -3.003E-11
151 -15 -3.093E-11
152 -15.1 -3.294E-11
153 -15.2 -3.246E-11
154 -15.3 -3.107E-11
155 -15.4 -3.158E-11
156 -15.5 -3.242E-11
157 -15.6 -3.438E-11
158 -15.7 -3.408E-11
159 -15.8 -3.26E-11
160 -15.9 -3.315E-11
161 -16 -3.401E-11
162 -16.1 -3.587E-11
163 -16.2 -3.571E-11
164 -16.3 -3.407E-11
165 -16.4 -3.467E-11
166 -16.5 -3.55E-11
167 -16.6 -3.747E-11
168 -16.7 -3.725E-11
169 -16.8 -3.57E-11
170 -16.9 -3.632E-11
171 -17 -3.719E-11
172 -17.1 -3.915E-11
173 -17.2 -3.909E-11
174 -17.3 -3.782E-11
175 -17.4 -3.865E-11
176 -17.5 -4.047E-11
177 -17.6 -4.027E-11
178 -17.7 -3.887E-11
179 -17.8 -3.916E-11
180 -17.9 -4.012E-11
181 -18 -4.223E-11
182 -18.1 -4.201E-11
183 -18.2 -4.05E-11
184 -18.3 -4.089E-11
185 -18.4 -4.181E-11
186 -18.5 -4.397E-11
187 -18.6 -4.379E-11
188 -18.7 -4.221E-11
189 -18.8 -4.28E-11
190 -18.9 -4.385E-11
191 -19 -4.564E-11
192 -19.1 -4.582E-11
193 -19.2 -4.447E-11
194 -19.3 -4.532E-11
195 -19.4 -4.723E-11
196 -19.5 -4.714E-11
197 -19.6 -4.567E-11
