
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 2.32E-12
2 -0.1 -1.5E-12
3 -0.2 -9.35E-12
4 -0.3 -1.755E-11
5 -0.4 -2.271E-11
6 -0.5 -2.445E-11
7 -0.6 -2.556E-11
8 -0.7 -2.528E-11
9 -0.8 -2.563E-11
10 -0.9 -2.561E-11
11 -1 -2.658E-11
12 -1.1 -2.651E-11
13 -1.2 -2.589E-11
14 -1.3 -2.617E-11
15 -1.4 -2.708E-11
16 -1.5 -2.734E-11
17 -1.6 -2.682E-11
18 -1.7 -2.794E-11
19 -1.8 -2.756E-11
20 -1.9 -2.827E-11
21 -2 -2.834E-11
22 -2.1 -2.887E-11
23 -2.2 -2.916E-11
24 -2.3 -2.911E-11
25 -2.4 -2.952E-11
26 -2.5 -3.052E-11
27 -2.6 -2.979E-11
28 -2.7 -3.028E-11
29 -2.8 -3.1E-11
30 -2.9 -3.185E-11
31 -3 -3.138E-11
32 -3.1 -3.151E-11
33 -3.2 -3.203E-11
34 -3.3 -3.314E-11
35 -3.4 -3.31E-11
36 -3.5 -3.296E-11
37 -3.6 -3.397E-11
38 -3.7 -3.407E-11
39 -3.8 -3.454E-11
40 -3.9 -3.487E-11
41 -4 -3.51E-11
42 -4.1 -3.544E-11
43 -4.2 -3.58E-11
44 -4.3 -3.635E-11
45 -4.4 -3.73E-11
46 -4.5 -3.655E-11
47 -4.6 -3.737E-11
48 -4.7 -3.77E-11
49 -4.8 -3.865E-11
50 -4.9 -3.882E-11
51 -5 -3.86E-11
52 -5.1 -3.931E-11
53 -5.2 -4.017E-11
54 -5.3 -4.046E-11
55 -5.4 -4.089E-11
56 -5.5 -4.115E-11
57 -5.6 -4.173E-11
58 -5.7 -4.195E-11
59 -5.8 -4.242E-11
60 -5.9 -4.353E-11
61 -6 -4.282E-11
62 -6.1 -4.354E-11
63 -6.2 -4.41E-11
64 -6.3 -4.507E-11
65 -6.4 -4.513E-11
66 -6.5 -4.567E-11
67 -6.6 -4.534E-11
68 -6.7 -4.682E-11
69 -6.8 -4.698E-11
70 -6.9 -4.744E-11
71 -7 -4.799E-11
72 -7.1 -4.825E-11
73 -7.2 -4.877E-11
74 -7.3 -4.931E-11
75 -7.4 -4.98E-11
76 -7.5 -5.079E-11
77 -7.6 -5.008E-11
78 -7.7 -5.122E-11
79 -7.8 -5.183E-11
80 -7.9 -5.23E-11
81 -8 -5.259E-11
82 -8.1 -5.343E-11
83 -8.2 -5.393E-11
84 -8.3 -5.411E-11
85 -8.4 -5.466E-11
86 -8.5 -5.52E-11
87 -8.6 -5.629E-11
