
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 -2.51E-12
2 -0.1 -1.334E-11
3 -0.2 -2.515E-11
4 -0.3 -2.865E-11
5 -0.4 -2.945E-11
6 -0.5 -2.951E-11
7 -0.6 -3.445E-11
8 -0.7 -3.052E-11
9 -0.8 -2.739E-11
10 -0.9 -2.901E-11
11 -1 -2.849E-11
12 -1.1 -3.014E-11
13 -1.2 -2.982E-11
14 -1.3 -2.922E-11
15 -1.4 -2.94E-11
16 -1.5 -2.996E-11
17 -1.6 -3.033E-11
18 -1.7 -3.107E-11
19 -1.8 -3.036E-11
20 -1.9 -3.051E-11
21 -2 -3.062E-11
22 -2.1 -2.982E-11
23 -2.2 -3.197E-11
24 -2.3 -3.114E-11
25 -2.4 -3.328E-11
26 -2.5 -2.728E-11
27 -2.6 -3.237E-11
28 -2.7 -4.362E-11
29 -2.8 -3.581E-11
30 -2.9 -3.335E-11
31 -3 -3.742E-11
32 -3.1 -3.537E-11
33 -3.2 -3.544E-11
34 -3.3 -3.659E-11
35 -3.4 -3.774E-11
36 -3.5 -3.69E-11
37 -3.6 -3.687E-11
38 -3.7 -3.342E-11
39 -3.8 -3.734E-11
40 -3.9 -3.745E-11
41 -4 -3.919E-11
42 -4.1 -3.878E-11
43 -4.2 -3.722E-11
44 -4.3 -4.367E-11
45 -4.4 -4.047E-11
46 -4.5 -3.718E-11
47 -4.6 -3.856E-11
48 -4.7 -4.033E-11
49 -4.8 -4.328E-11
50 -4.9 -4.584E-11
51 -5 -4.19E-11
52 -5.1 -3.653E-11
53 -5.2 -4.337E-11
54 -5.3 -4.597E-11
55 -5.4 -4.53E-11
56 -5.5 -5.361E-11
57 -5.6 -4.497E-11
58 -5.7 -4.711E-11
59 -5.8 -4.903E-11
60 -5.9 -4.849E-11
61 -6 -4.841E-11
62 -6.1 -4.838E-11
63 -6.2 -4.823E-11
64 -6.3 -4.474E-11
65 -6.4 -4.931E-11
66 -6.5 -5.373E-11
67 -6.6 -4.906E-11
68 -6.7 -5.223E-11
69 -6.8 -5.53E-11
70 -6.9 -4.881E-11
71 -7 -5.227E-11
72 -7.1 -5.616E-11
73 -7.2 -5.395E-11
74 -7.3 -5.441E-11
75 -7.4 -6.153E-11
76 -7.5 -5.887E-11
77 -7.6 -5.322E-11
78 -7.7 -5.674E-11
79 -7.8 -5.939E-11
80 -7.9 -5.873E-11
81 -8 -6.09E-11
82 -8.1 -6.39E-11
83 -8.2 -6.475E-11
84 -8.3 -6.076E-11
85 -8.4 -5.885E-11
86 -8.5 -5.988E-11
87 -8.6 -6.484E-11
88 -8.7 -6.505E-11
89 -8.8 -6.539E-11
90 -8.9 -6.519E-11
91 -9 -7.077E-11
92 -9.1 -6.546E-11
93 -9.2 -7.305E-11
94 -9.3 -6.84E-11
95 -9.4 -7.056E-11
96 -9.5 -6.837E-11
97 -9.6 -6.861E-11
98 -9.7 -7.215E-11
99 -9.8 -7.188E-11
100 -9.9 -7.339E-11
101 -10 -7.516E-11
102 -10.1 -6.487E-11
103 -10.2 -8.041E-11
104 -10.3 -7.904E-11
105 -10.4 -7.592E-11
106 -10.5 -8.076E-11
107 -10.6 -7.884E-11
108 -10.7 -6.163E-11
109 -10.8 -8.533E-11
110 -10.9 -7.825E-11
111 -11 -7.904E-11
112 -11.1 -8.089E-11
113 -11.2 -8.151E-11
114 -11.3 -8.699E-11
115 -11.4 -8.445E-11
116 -11.5 -8.085E-11
117 -11.6 -9.032E-11
118 -11.7 -8.486E-11
119 -11.8 -8.429E-11
120 -11.9 -8.077E-11
121 -12 -9.037E-11
122 -12.1 -9.084E-11
123 -12.2 -9.502E-11
124 -12.3 -9.258E-11
125 -12.4 -9.261E-11
126 -12.5 -9.243E-11
127 -12.6 -8.443E-11
128 -12.7 -9.149E-11
129 -12.8 -9.764E-11
130 -12.9 -9.832E-11
131 -13 -9.488E-11
132 -13.1 -9.89E-11
133 -13.2 -1.0143E-10
134 -13.3 -9.777E-11
135 -13.4 -9.845E-11
136 -13.5 -1.0225E-10
137 -13.6 -1.02E-10
138 -13.7 -1.0294E-10
139 -13.8 -1.0508E-10
140 -13.9 -1.038E-10
141 -14 -1.0663E-10
142 -14.1 -1.0524E-10
143 -14.2 -1.0797E-10
144 -14.3 -1.0816E-10
145 -14.4 -1.0863E-10
146 -14.5 -1.1236E-10
147 -14.6 -1.1556E-10
148 -14.7 -1.1259E-10
149 -14.8 -1.1283E-10
150 -14.9 -1.1668E-10
151 -15 -1.1756E-10
152 -15.1 -1.2037E-10
153 -15.2 -1.1045E-10
154 -15.3 -1.1854E-10
155 -15.4 -1.1814E-10
156 -15.5 -1.2036E-10
157 -15.6 -1.1982E-10
158 -15.7 -1.233E-10
159 -15.8 -1.2943E-10
160 -15.9 -1.2417E-10
161 -16 -1.2448E-10
162 -16.1 -1.2868E-10
163 -16.2 -1.3091E-10
164 -16.3 -1.2926E-10
165 -16.4 -1.245E-10
166 -16.5 -1.2736E-10
167 -16.6 -1.3221E-10
168 -16.7 -1.318E-10
169 -16.8 -1.3221E-10
170 -16.9 -1.4654E-10
171 -17 -1.3345E-10
172 -17.1 -1.3926E-10
173 -17.2 -1.3937E-10
174 -17.3 -1.4081E-10
175 -17.4 -1.4296E-10
176 -17.5 -1.4308E-10
177 -17.6 -1.4441E-10
178 -17.7 -1.4334E-10
179 -17.8 -1.4145E-10
180 -17.9 -1.4342E-10
181 -18 -1.4559E-10
182 -18.1 -1.4682E-10
183 -18.2 -1.504E-10
184 -18.3 -1.4847E-10
185 -18.4 -1.4992E-10
186 -18.5 -1.5192E-10
187 -18.6 -1.5316E-10
188 -18.7 -1.5495E-10
189 -18.8 -1.5341E-10
190 -18.9 -1.6678E-10
191 -19 -1.6265E-10
192 -19.1 -1.5916E-10
193 -19.2 -1.6902E-10
194 -19.3 -1.6158E-10
195 -19.4 -1.6382E-10
196 -19.5 -1.652E-10
197 -19.6 -1.5933E-10
198 -19.7 -1.6393E-10
199 -19.8 -1.6752E-10
200 -19.9 -1.6896E-10
201 -20 -1.6906E-10
202 -20.1 -1.6977E-10
203 -20.2 -1.7132E-10
204 -20.3 -1.768E-10
205 -20.4 -1.7585E-10
206 -20.5 -1.7284E-10
207 -20.6 -1.752E-10
208 -20.7 -1.7678E-10
209 -20.8 -1.8612E-10
210 -20.9 -1.8073E-10
211 -21 -1.8253E-10
212 -21.1 -1.8409E-10
213 -21.2 -1.8743E-10
214 -21.3 -1.8922E-10
215 -21.4 -1.8864E-10
216 -21.5 -1.9357E-10
217 -21.6 -1.9318E-10
218 -21.7 -1.9034E-10
219 -21.8 -1.9646E-10
220 -21.9 -1.9686E-10
221 -22 -1.9624E-10
222 -22.1 -2.0056E-10
223 -22.2 -1.9801E-10
224 -22.3 -2.0147E-10
225 -22.4 -2.0082E-10
226 -22.5 -2.0089E-10
227 -22.6 -2.0315E-10
228 -22.7 -2.0674E-10
229 -22.8 -2.0603E-10
230 -22.9 -2.0615E-10
231 -23 -2.1095E-10
232 -23.1 -2.1278E-10
233 -23.2 -2.1181E-10
234 -23.3 -2.1402E-10
235 -23.4 -2.1606E-10
236 -23.5 -2.1742E-10
237 -23.6 -2.1718E-10
238 -23.7 -2.2053E-10
239 -23.8 -2.1985E-10
240 -23.9 -2.2337E-10
241 -24 -2.2521E-10
242 -24.1 -2.2493E-10
243 -24.2 -2.2907E-10
244 -24.3 -2.3769E-10
245 -24.4 -2.3057E-10
246 -24.5 -2.3157E-10
247 -24.6 -2.3374E-10
248 -24.7 -2.3379E-10
249 -24.8 -2.3785E-10
250 -24.9 -2.3758E-10
251 -25 -2.3862E-10
252 -25.1 -2.4461E-10
253 -25.2 -2.4551E-10
254 -25.3 -2.4492E-10
255 -25.4 -2.4765E-10
256 -25.5 -2.4953E-10
257 -25.6 -2.5156E-10
258 -25.7 -2.5209E-10
259 -25.8 -2.5188E-10
260 -25.9 -2.5488E-10
261 -26 -2.5767E-10
262 -26.1 -2.6099E-10
