
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 -3E-14
2 -0.1 -4.79E-12
3 -0.2 -6.79E-12
4 -0.3 -6.93E-12
5 -0.4 -7.16E-12
6 -0.5 -7.11E-12
7 -0.6 -7.56E-12
8 -0.7 -7.83E-12
9 -0.8 -7.81E-12
10 -0.9 -7.93E-12
11 -1 -8.19E-12
12 -1.1 -8.3E-12
13 -1.2 -8.51E-12
14 -1.3 -8.39E-12
15 -1.4 -8.96E-12
16 -1.5 -9.03E-12
17 -1.6 -9.03E-12
18 -1.7 -9.5E-12
19 -1.8 -9.48E-12
20 -1.9 -9.84E-12
21 -2 -9.81E-12
22 -2.1 -1.027E-11
23 -2.2 -1.033E-11
24 -2.3 -1.06E-11
25 -2.4 -1.055E-11
26 -2.5 -1.106E-11
27 -2.6 -1.128E-11
28 -2.7 -1.125E-11
29 -2.8 -1.158E-11
30 -2.9 -1.185E-11
31 -3 -1.229E-11
32 -3.1 -1.226E-11
33 -3.2 -1.257E-11
34 -3.3 -1.318E-11
35 -3.4 -1.311E-11
36 -3.5 -1.319E-11
37 -3.6 -1.361E-11
38 -3.7 -1.37E-11
39 -3.8 -1.376E-11
40 -3.9 -1.42E-11
41 -4 -1.467E-11
42 -4.1 -1.459E-11
43 -4.2 -1.504E-11
44 -4.3 -1.53E-11
45 -4.4 -1.592E-11
46 -4.5 -1.569E-11
47 -4.6 -1.606E-11
48 -4.7 -1.73E-11
49 -4.8 -1.664E-11
50 -4.9 -1.677E-11
51 -5 -1.707E-11
52 -5.1 -1.741E-11
53 -5.2 -1.768E-11
54 -5.3 -1.777E-11
55 -5.4 -1.841E-11
56 -5.5 -1.86E-11
57 -5.6 -1.876E-11
58 -5.7 -1.917E-11
59 -5.8 -1.957E-11
60 -5.9 -1.972E-11
61 -6 -2E-11
62 -6.1 -2.037E-11
63 -6.2 -2.032E-11
64 -6.3 -2.094E-11
65 -6.4 -2.119E-11
66 -6.5 -2.134E-11
67 -6.6 -2.074E-11
68 -6.7 -2.229E-11
69 -6.8 -2.29E-11
70 -6.9 -2.313E-11
71 -7 -2.335E-11
72 -7.1 -2.372E-11
73 -7.2 -2.362E-11
74 -7.3 -2.424E-11
75 -7.4 -2.43E-11
76 -7.5 -2.523E-11
77 -7.6 -2.515E-11
78 -7.7 -2.543E-11
79 -7.8 -2.628E-11
80 -7.9 -2.598E-11
81 -8 -2.667E-11
82 -8.1 -2.699E-11
83 -8.2 -2.776E-11
84 -8.3 -2.772E-11
85 -8.4 -2.803E-11
86 -8.5 -2.847E-11
87 -8.6 -2.9E-11
88 -8.7 -2.904E-11
89 -8.8 -2.975E-11
90 -8.9 -2.996E-11
91 -9 -3.026E-11
92 -9.1 -3.06E-11
93 -9.2 -3.097E-11
94 -9.3 -3.133E-11
95 -9.4 -3.182E-11
96 -9.5 -3.216E-11
97 -9.6 -3.282E-11
98 -9.7 -3.291E-11
99 -9.8 -3.319E-11
100 -9.9 -3.364E-11
101 -10 -3.464E-11
102 -10.1 -3.432E-11
103 -10.2 -3.484E-11
104 -10.3 -3.533E-11
105 -10.4 -3.55E-11
106 -10.5 -3.624E-11
107 -10.6 -3.656E-11
108 -10.7 -3.726E-11
109 -10.8 -3.744E-11
110 -10.9 -3.77E-11
111 -11 -3.834E-11
112 -11.1 -3.857E-11
113 -11.2 -3.897E-11
114 -11.3 -3.975E-11
115 -11.4 -4.003E-11
116 -11.5 -4.012E-11
117 -11.6 -4.092E-11
118 -11.7 -4.136E-11
119 -11.8 -4.138E-11
120 -11.9 -4.208E-11
121 -12 -4.266E-11
122 -12.1 -4.358E-11
123 -12.2 -4.294E-11
124 -12.3 -4.374E-11
125 -12.4 -4.482E-11
126 -12.5 -4.441E-11
127 -12.6 -4.535E-11
128 -12.7 -4.574E-11
129 -12.8 -4.654E-11
130 -12.9 -4.662E-11
131 -13 -4.721E-11
132 -13.1 -4.789E-11
133 -13.2 -4.807E-11
134 -13.3 -4.852E-11
135 -13.4 -4.893E-11
136 -13.5 -4.989E-11
137 -13.6 -5.006E-11
138 -13.7 -5.099E-11
139 -13.8 -5.137E-11
140 -13.9 -5.185E-11
141 -14 -5.216E-11
142 -14.1 -5.3E-11
143 -14.2 -5.33E-11
144 -14.3 -5.403E-11
145 -14.4 -5.418E-11
146 -14.5 -5.468E-11
147 -14.6 -5.555E-11
148 -14.7 -5.621E-11
149 -14.8 -5.655E-11
150 -14.9 -5.698E-11
151 -15 -5.77E-11
152 -15.1 -5.778E-11
153 -15.2 -5.884E-11
154 -15.3 -5.929E-11
155 -15.4 -5.934E-11
156 -15.5 -6.085E-11
157 -15.6 -6.044E-11
158 -15.7 -6.144E-11
159 -15.8 -6.219E-11
160 -15.9 -6.235E-11
161 -16 -6.324E-11
162 -16.1 -6.41E-11
163 -16.2 -6.405E-11
164 -16.3 -6.489E-11
165 -16.4 -6.591E-11
166 -16.5 -6.606E-11
167 -16.6 -6.668E-11
168 -16.7 -6.719E-11
169 -16.8 -6.828E-11
170 -16.9 -6.798E-11
171 -17 -6.924E-11
172 -17.1 -6.959E-11
173 -17.2 -7.029E-11
174 -17.3 -7.133E-11
175 -17.4 -7.141E-11
176 -17.5 -7.227E-11
177 -17.6 -7.314E-11
178 -17.7 -7.339E-11
179 -17.8 -7.407E-11
180 -17.9 -7.468E-11
181 -18 -7.564E-11
182 -18.1 -7.616E-11
183 -18.2 -7.666E-11
184 -18.3 -7.734E-11
185 -18.4 -7.814E-11
186 -18.5 -7.855E-11
187 -18.6 -7.914E-11
188 -18.7 -7.995E-11
189 -18.8 -8.093E-11
190 -18.9 -8.175E-11
191 -19 -8.196E-11
192 -19.1 -8.226E-11
193 -19.2 -8.38E-11
194 -19.3 -8.427E-11
195 -19.4 -8.47E-11
196 -19.5 -8.57E-11
197 -19.6 -8.614E-11
198 -19.7 -8.68E-11
199 -19.8 -8.777E-11
200 -19.9 -8.831E-11
201 -20 -8.904E-11
202 -20.1 -8.979E-11
203 -20.2 -9.063E-11
204 -20.3 -9.154E-11
205 -20.4 -9.243E-11
206 -20.5 -9.293E-11
207 -20.6 -9.34E-11
208 -20.7 -9.398E-11
209 -20.8 -9.494E-11
210 -20.9 -9.574E-11
211 -21 -9.673E-11
212 -21.1 -9.721E-11
213 -21.2 -9.794E-11
214 -21.3 -9.889E-11
215 -21.4 -9.961E-11
216 -21.5 -1.0032E-10
217 -21.6 -1.0066E-10
218 -21.7 -1.0229E-10
219 -21.8 -1.0317E-10
220 -21.9 -1.03E-10
221 -22 -1.0424E-10
222 -22.1 -1.0495E-10
223 -22.2 -1.0598E-10
224 -22.3 -1.068E-10
225 -22.4 -1.0742E-10
226 -22.5 -1.0844E-10
227 -22.6 -1.0905E-10
228 -22.7 -1.1018E-10
229 -22.8 -1.108E-10
230 -22.9 -1.121E-10
231 -23 -1.126E-10
232 -23.1 -1.1346E-10
233 -23.2 -1.1393E-10
234 -23.3 -1.1504E-10
235 -23.4 -1.1618E-10
236 -23.5 -1.1655E-10
237 -23.6 -1.1777E-10
238 -23.7 -1.1813E-10
239 -23.8 -1.1922E-10
240 -23.9 -1.2042E-10
241 -24 -1.2158E-10
242 -24.1 -1.2114E-10
243 -24.2 -1.2293E-10
244 -24.3 -1.2475E-10
245 -24.4 -1.246E-10
246 -24.5 -1.2556E-10
247 -24.6 -1.2638E-10
248 -24.7 -1.2776E-10
249 -24.8 -1.2842E-10
250 -24.9 -1.2967E-10
251 -25 -1.3056E-10
252 -25.1 -1.3099E-10
