
V2= 0 to -65 in -0.1 step
NO. V2 I2
 V A
1 0 3.18E-12
2 -0.1 -2.89E-12
3 -0.2 -4.97E-12
4 -0.3 -7.01E-12
5 -0.4 -6.61E-12
6 -0.5 -6.52E-12
7 -0.6 -6.63E-12
8 -0.7 -5.66E-12
9 -0.8 -5.75E-12
10 -0.9 -5.68E-12
11 -1 -6.32E-12
12 -1.1 -5.98E-12
13 -1.2 -6.23E-12
14 -1.3 -6.57E-12
15 -1.4 -7.08E-12
16 -1.5 -8.9E-12
17 -1.6 -8.69E-12
18 -1.7 -8.97E-12
19 -1.8 -8.86E-12
20 -1.9 -8.08E-12
21 -2 -8.19E-12
22 -2.1 -8.44E-12
23 -2.2 -8.57E-12
24 -2.3 -8.94E-12
25 -2.4 -1.097E-11
26 -2.5 -1.103E-11
27 -2.6 -1.081E-11
28 -2.7 -1.087E-11
29 -2.8 -1.015E-11
30 -2.9 -1.046E-11
31 -3 -1.07E-11
32 -3.1 -1.061E-11
33 -3.2 -1.06E-11
34 -3.3 -1.115E-11
35 -3.4 -1.147E-11
36 -3.5 -1.174E-11
37 -3.6 -1.172E-11
38 -3.7 -1.219E-11
39 -3.8 -1.246E-11
40 -3.9 -1.292E-11
41 -4 -1.525E-11
42 -4.1 -1.497E-11
43 -4.2 -1.494E-11
44 -4.3 -1.412E-11
45 -4.4 -1.436E-11
46 -4.5 -1.425E-11
47 -4.6 -1.464E-11
48 -4.7 -1.495E-11
49 -4.8 -1.503E-11
50 -4.9 -1.55E-11
51 -5 -1.602E-11
52 -5.1 -1.638E-11
53 -5.2 -1.637E-11
54 -5.3 -1.658E-11
55 -5.4 -1.711E-11
56 -5.5 -1.755E-11
57 -5.6 -1.961E-11
58 -5.7 -1.95E-11
59 -5.8 -1.969E-11
60 -5.9 -1.891E-11
61 -6 -1.88E-11
62 -6.1 -1.904E-11
63 -6.2 -1.924E-11
64 -6.3 -2.009E-11
65 -6.4 -2.019E-11
66 -6.5 -2.012E-11
67 -6.6 -2.1E-11
68 -6.7 -2.113E-11
69 -6.8 -2.113E-11
70 -6.9 -2.145E-11
71 -7 -2.222E-11
72 -7.1 -2.283E-11
73 -7.2 -2.274E-11
74 -7.3 -2.292E-11
75 -7.4 -2.356E-11
76 -7.5 -2.357E-11
77 -7.6 -2.407E-11
78 -7.7 -2.436E-11
79 -7.8 -2.517E-11
80 -7.9 -2.498E-11
81 -8 -2.534E-11
82 -8.1 -2.635E-11
83 -8.2 -2.669E-11
84 -8.3 -2.861E-11
85 -8.4 -2.876E-11
86 -8.5 -2.763E-11
87 -8.6 -2.787E-11
88 -8.7 -2.83E-11
89 -8.8 -2.823E-11
90 -8.9 -2.937E-11
91 -9 -2.938E-11
92 -9.1 -2.896E-11
93 -9.2 -3.194E-11
94 -9.3 -3.184E-11
95 -9.4 -3.146E-11
96 -9.5 -3.162E-11
97 -9.6 -3.162E-11
98 -9.7 -3.412E-11
99 -9.8 -3.391E-11
100 -9.9 -3.304E-11
101 -10 -3.332E-11
102 -10.1 -3.448E-11
103 -10.2 -3.383E-11
104 -10.3 -3.435E-11
105 -10.4 -3.523E-11
106 -10.5 -3.553E-11
107 -10.6 -3.568E-11
108 -10.7 -3.632E-11
109 -10.8 -3.705E-11
110 -10.9 -3.763E-11
111 -11 -3.933E-11
112 -11.1 -3.936E-11
113 -11.2 -3.997E-11
114 -11.3 -4.049E-11
115 -11.4 -3.941E-11
116 -11.5 -4.063E-11
117 -11.6 -4.242E-11
118 -11.7 -4.277E-11
119 -11.8 -4.287E-11
120 -11.9 -4.263E-11
121 -12 -4.316E-11
122 -12.1 -4.323E-11
123 -12.2 -4.253E-11
124 -12.3 -4.358E-11
125 -12.4 -4.485E-11
126 -12.5 -4.49E-11
127 -12.6 -4.545E-11
128 -12.7 -4.554E-11
129 -12.8 -4.747E-11
130 -12.9 -4.676E-11
131 -13 -4.686E-11
132 -13.1 -4.671E-11
133 -13.2 -4.818E-11
134 -13.3 -4.924E-11
135 -13.4 -4.897E-11
136 -13.5 -4.968E-11
137 -13.6 -5.068E-11
138 -13.7 -5.078E-11
139 -13.8 -5.121E-11
140 -13.9 -5.19E-11
141 -14 -5.258E-11
142 -14.1 -5.283E-11
143 -14.2 -5.357E-11
144 -14.3 -5.428E-11
145 -14.4 -5.464E-11
146 -14.5 -5.452E-11
147 -14.6 -5.599E-11
148 -14.7 -5.672E-11
149 -14.8 -5.675E-11
150 -14.9 -5.722E-11
151 -15 -5.78E-11
152 -15.1 -5.794E-11
153 -15.2 -5.92E-11
154 -15.3 -5.939E-11
155 -15.4 -6.012E-11
156 -15.5 -6.086E-11
157 -15.6 -6.164E-11
158 -15.7 -6.153E-11
159 -15.8 -6.266E-11
160 -15.9 -6.327E-11
161 -16 -6.362E-11
162 -16.1 -6.404E-11
163 -16.2 -6.533E-11
164 -16.3 -6.561E-11
165 -16.4 -6.634E-11
166 -16.5 -6.625E-11
167 -16.6 -6.744E-11
168 -16.7 -6.822E-11
169 -16.8 -6.834E-11
170 -16.9 -6.908E-11
171 -17 -7.002E-11
172 -17.1 -7.048E-11
173 -17.2 -7.131E-11
174 -17.3 -7.143E-11
175 -17.4 -7.228E-11
176 -17.5 -7.314E-11
177 -17.6 -7.349E-11
178 -17.7 -7.458E-11
179 -17.8 -7.508E-11
180 -17.9 -7.575E-11
